ne;tipo;Observação;A pagar; Cancelado; Inscritos; Pago
070023000012019NE000154;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;APROPRIACAO DA NOTA FISCAL DE SERVICOS N. 1948, REFERENTE AO SERVICO DE MANUTENCAO PREVENTIVA E CORRETIVA DOS EQUIPAMENTOS DE CONTROLE DE ACESSO BIOMETRICO (CATRACAS, CAMERAS, LEITORES BIOMETRICOS E SOFTWARE) DESTINADOS AO ATRIO DO EDIFICIO SEDE DO TRE-GO, EXECUTADOS NO PERIODO DE 1 A 31 DE DEZEMBRO DE 2019. CONTRATO 05/2019. EMPRESA OPTANTE PELO SIMPLES NACIONAL.;0;NA;NA;NA
070023000012019NE000154;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;NAO SE APLICA;0;NA;0;NA
070023000012019NE000154;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;PAGAMENTO DA NOTA FISCAL DE SERVICOS N.4948, REFERENTE AO SERVICO DE MANUTENCAO PREVENTIVA E CORRETIVA DOS EQUIPAMENTOS DE CONTROLE DE ACESSO BIOMETRICO(CATRACAS, CAMERAS, LEITORES BIOMETRICOS E SOFTWARE) DESTINADOS AO ATRIO DO EDIFICIO SEDE DO TRE-GO, EXECUTADOS NO PERIODO DE 1 A 31 DE DEZEMBRO DE 2019. CONTRATO 05/2019. EMPRESA OPTANTE PELO SIMPLES NACIONAL.;0;NA;NA;0
070023000012019NE000154;MANUT. E CONSERV. DE MAQUINAS E EQUIPAMENTOS;RECOLHIMENTO DE ISS PARA O MUNICIPIO DE GOIANIA. ALIQUOTA: 5 PP. EMPRESA OPTANTE PELO SIMPLES NACIONAL. BASE DE CALCULO: R$ 320,00, REDUZIDA EM 60 PP , CONF. LEI 8402/06 E SEU REGULAMENTO - CERTIFICADO 06/11 EMITIDO PELO CMAED;0;NA;NA;0
070023000012019NE001036;SEGUROS EM GERAL;NAO SE APLICA;20850;NA;20850;NA
070023000012019NE001036;SEGUROS EM GERAL;NAO SE APLICA;0;NA;0;NA
070023000012019NE001036;SEGUROS EM GERAL;APROPRIACAO REFERENTE A CONTRATACAO DE SEGURO PREDIAL PARA OS EDIFICIOS SEDE, ANEXO I, ANEXO II, DEPOSITO DE BENS E MATERIAIS E CARTORIOS ELEITORAIS DO INTERIOR DO ESTADO DE GOIAS. APOLICE DE SEGURO N� 1391/0000010/96. INICIO: 31/12/2019. TERMINO DA VIGENCIA: 31/12/2020. PAD 5762/2019.;0;NA;NA;NA
070023000012019NE001036;SEGUROS EM GERAL;NAO SE APLICA;0;NA;0;NA
070023000012019NE001036;SEGUROS EM GERAL;PAGAMENTO REFERENTE A CONTRATACAO DE SEGURO PREDIAL PARA OS EDIFICIOS SEDE, ANEXO I, ANEXO II, DEPOSITO DE BENS E MATERIAIS E CARTORIOS ELEITORAIS DO INTERIOR DO ESTADO DE GOIAS. APOLICE DE SEGURO N� 1391/0000010/96. INICIO: 31/12/2019. TERMINO DA VIGENCIA: 31/12/2020. PAD 5762/2019.;-19380,08;NA;NA;19380,08
070023000012019NE001036;SEGUROS EM GERAL;RECOLHIMENTO CONFORME INSTRUCAO NORMATIVA N. 1234/12 DA SRF. ALIQUOTA 7,05. APOLICE DE SEGURO N� 1391/0000010/96. PAD 5762/2019.;-1469,92;NA;NA;1469,92
070023000012018NE000098;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;19203,11;NA;19203,11;NA
070023000012018NE000225;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;4940,35;NA;4940,35;NA
070023000012019NE000101;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;663,84;NA;663,84;NA
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;31759,53;NA;31759,53;NA
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;1366,94;NA;1366,94;NA
070023000012018NE000098;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012018NE000225;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012019NE000101;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012019NE000101;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DA FATURA N. 09828504020 - PAGAMENTO REFERENTE A PRESTACAO DE SERVICOS DE TELEFONIA FIXA LOCAL, VIA LINHAS DIGITAIS. PERIODO: DE  27/11 A 26/12/2019. CONTRATO TRE-GO N� 40/2017. PAD 97/2020.;-477,32;NA;NA;477,32
070023000012019NE000101;SERVICOS DE TELECOMUNICACOES;RECOLHIMENTO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. VALOR DA FATURA: R$ 527,12. PAD 97/2020.;-49,8;NA;NA;49,8
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DA FATURA 2001007817558. CONTRATO TRE/GO N� 12/2018. PERIODO: 26/11/19 A 23/12/2019. PRESTACAO DE SERVICO TELEFONICO. VALOR TOTAL: R$ 46,90. PAD 336/2020.;-42,47;NA;NA;42,47
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DAS FATURAS 2001007643627, 2001007575324 E 2001007575493. CONTRATO TRE/GO N� 12/2018. PERIODO: 18/11/19 A 17/12/2019. PRESTACAO DE SERVICO TELEFONICO. VALOR TOTAL: R$ 2.606,67. PAD 499/2020.;-2360,35;NA;NA;2360,35
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;RETENCAO DE TRIBUTOS CONFORME IN 1234/2012 RFB. ALIQUOTA 9,45 PP.;-246,32;NA;NA;246,32
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. VALOR BRUTO: R$ 46,90. AL. 9,45 PP. PAD 336/2020.;-4,43;NA;NA;4,43
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DA FATURA N. 302207751. CONTRATO 14/2017. PRESTACAO DE SERVICO TELEFONICO FIXO LOCAL, LDN PELA EMPRESA ALGAR TELECOM AOS CARTORIOS ELEITORAIS DAS CIDADES DE BURITI ALEGRE, ITUMBIARA E PARANAIGUARA. PAD 13886/2019.;-505,91;NA;NA;505,91
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DA FATURA N. 304821551. CONTRATO 14/2017. PRESTACAO DE SERVICO TELEFONICO FIXO LOCAL, LDN PELA EMPRESA ALGAR TELECOM AOS CARTORIOS ELEITORAIS DAS CIDADES DE BURITI ALEGRE, ITUMBIARA E PARANAIGUARA. VALOR DA FATURA: R$ 550,70. PAD 12349/2019.;-498,66;NA;NA;498,66
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;RETENCAO DE IMPOSTOS SOBRE CONTRIBUICOES DIVERSAS, CONFORME IN 1234, DA RFB, DE 11/1/12. ALIQUOTA 9,45 PP. PAGAMENTO FATURA 302207751. CONTRATO 14/2017 . PRESTACAO DE SERVICO TELEFONICO FIXO LOCAL, LDN. PAD 13886/2019.;-52,8;NA;NA;52,8
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;RETENCAO DE IMPOSTOS SOBRE CONTRIBUICOES DIVERSAS, CONFORME IN 1234/2012 RFB. ALIQUOTA 9,45 PP. PAGAMENTO FATURA 304821551. VALOR DE R$ 550,70. CONTRATO 14/2017 . PRESTACAO DE SERVICO TELEFONICO FIXO LOCAL, LDN. PAD 3332020.;-52,04;NA;NA;52,04
070023000012018NE000098;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012018NE000225;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012019NE000101;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012019NE000101;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DA FATURA N. 09828504020 - PAGAMENTO REFERENTE A PRESTACAO DE SERVICOS DE TELEFONIA FIXA LOCAL, VIA LINHAS DIGITAIS. PERIODO: DE  27/11 A 26/12/2019. CONTRATO TRE-GO N� 40/2017. PAD 97/2020.;0;NA;NA;0
070023000012019NE000101;SERVICOS DE TELECOMUNICACOES;RECOLHIMENTO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. VALOR DA FATURA: R$ 527,12. PAD 97/2020.;0;NA;NA;0
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;APROPRIACAO DAS FATURAS N. 200107573539 E 200107631764. VALOR BRUTO R$ 20.825,89. PRESTACAO DE SERVICOS TELEFONICOS FIXOS - CONTRATO TRE-GO 46/2016. DE 18/11/2019 A 17/12/2019. PAD 1240/2020.;-18857,84;NA;NA;18857,84
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;APROPRIACAO DAS FATURAS N. 2002007991149 E 2002007934165. VALOR BRUTO R$ 21.921,45. PRESTACAO DE SERVICOS TELEFONICOS FIXOS - CONTRATO TRE-GO 46/2016. DE 18/12/2019 A 17/01/2020. PAD 1005/2020.;-8280,07;NA;NA;8280,07
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;APROPRIACAO DAS FATURAS N. 2002007991149 E 2002007934768. VALOR BRUTO R$ 21.921,45. PRESTACAO DE SERVICOS TELEFONICOS FIXOS - CONTRATO TRE-GO 46/2016. DE 18/12/2019 A 17/01/2020. PAD 1005/2020.;0;NA;NA;NA
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DA FATURA 2001007817558. CONTRATO TRE/GO N� 12/2018. PERIODO: 26/11/19 A 23/12/2019. PRESTACAO DE SERVICO TELEFONICO. VALOR TOTAL: R$ 46,90. PAD 336/2020.;0;NA;NA;0
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DAS FATURAS 2001007643627, 2001007575324 E 2001007575493. CONTRATO TRE/GO N� 12/2018. PERIODO: 18/11/19 A 17/12/2019. PRESTACAO DE SERVICO TELEFONICO. VALOR TOTAL: R$ 2.606,67. PAD 499/2020.;0;NA;NA;0
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;RETENCAO DE TRIBUTOS CONFORME IN 1234/2012 RFB. ALIQUOTA 9,45 PP.;0;NA;NA;0
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. AL. 9,45 PP. PAD 1240/2020.;-1968,05;NA;NA;1968,05
070023000012019NE000102;SERVICOS DE TELECOMUNICACOES;RETENCAO DE TRIBUTOS FEDERAIS CONFORME IN 1234/2012 RFB. VALOR BRUTO: R$ 46,90. AL. 9,45 PP. PAD 336/2020.;0;NA;NA;0
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;NAO SE APLICA;0;NA;0;NA
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DA FATURA N. 302207751. CONTRATO 14/2017. PRESTACAO DE SERVICO TELEFONICO FIXO LOCAL, LDN PELA EMPRESA ALGAR TELECOM AOS CARTORIOS ELEITORAIS DAS CIDADES DE BURITI ALEGRE, ITUMBIARA E PARANAIGUARA. PAD 13886/2019.;0;NA;NA;0
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;PAGAMENTO DA FATURA N. 304821551. CONTRATO 14/2017. PRESTACAO DE SERVICO TELEFONICO FIXO LOCAL, LDN PELA EMPRESA ALGAR TELECOM AOS CARTORIOS ELEITORAIS DAS CIDADES DE BURITI ALEGRE, ITUMBIARA E PARANAIGUARA. VALOR DA FATURA: R$ 550,70. PAD 12349/2019.;0;NA;NA;0
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;RETENCAO DE IMPOSTOS SOBRE CONTRIBUICOES DIVERSAS, CONFORME IN 1234, DA RFB, DE 11/1/12. ALIQUOTA 9,45 PP. PAGAMENTO FATURA 302207751. CONTRATO 14/2017 . PRESTACAO DE SERVICO TELEFONICO FIXO LOCAL, LDN. PAD 13886/2019.;0;NA;NA;0
070023000012019NE000198;SERVICOS DE TELECOMUNICACOES;RETENCAO DE IMPOSTOS SOBRE CONTRIBUICOES DIVERSAS, CONFORME IN 1234/2012 RFB. ALIQUOTA 9,45 PP. PAGAMENTO FATURA 304821551. VALOR DE R$ 550,70. CONTRATO 14/2017 . PRESTACAO DE SERVICO TELEFONICO FIXO LOCAL, LDN. PAD 3332020.;0;NA;NA;0
070023000012019NE000384;OUTROS SERVICOS DE TERCEIROS - PJ;NAO SE APLICA;6636,75;NA;6636,75;NA
070023000012019NE000384;OUTROS SERVICOS DE TERCEIROS - PJ;NAO SE APLICA;0;NA;0;NA
070023000012019NE000384;OUTROS SERVICOS DE TERCEIROS - PJ;APROPRIACAO DA FATURA 1904.04121010.PRESTACAO DE SERVICO TELEFONICO COMUTADO NA MODALIDADE LONGA DISTANCIA NACIONAL(LDN)PARA OS CARTORIOS ELEITORAIS DAS CIDADES DE BURITI ALEGRE, ITUMBIARA E PARANAIGUARA. CONTRATO TRE/GO N� 12/2018. PERIODO: 27/02/19 A 28/03/2019. PAD 3763/2019. ORDEM BANCARIA (2019OB801601) PARCIALMENTE CANCELADA. NOVO TITULO EMITIDO PARA PAGAMENTO DO VALOR LIQUIDO.;0;NA;NA;NA
070023000012019NE000384;OUTROS SERVICOS DE TERCEIROS - PJ;APROPRIACAO DA FATURA 1905004556728. PRESTACAO DE SERVICO TELEFONICO COMUTADO NA MODALIDADE LONGA DISTANCIA NACIONAL(LDN)PARA OS CARTORIOS ELEITORAIS DAS CIDADES DE BURITI ALEGRE, ITUMBIARA E PARANAIGUARA. CONTRATO TRE/GO N� 12/2018. PERIODO: 27/03/19 A 28/04/2019. PAD 4674/2019. ORDEM BANCARIA (2019OB801671) PARCIALMENTE CANCELADA. NOVO TITULO EMITIDO PARA PAGAMENTO DO VALOR LIQUIDO.;0;NA;NA;NA
070023000012019NE000384;OUTROS SERVICOS DE TERCEIROS - PJ;NAO SE APLICA;0;NA;0;NA
070023000012019NE000384;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DA FATURA 1904.04121010.PRESTACAO DE SERVICO TELEFONICO COMUTADO NA MODALIDADE LONGA DISTANCIA NACIONAL(LDN)PARA OS CARTORIOS ELEITORAIS DAS CIDADES DE BURITI ALEGRE, ITUMBIARA E PARANAIGUARA. CONTRATO TRE/GO N� 12/2018. PERIODO: 27/02/19 A 28/03/2019. PAD 3763/2019. ORDEM BANCARIA (2019OB801601) PARCIALMENTE CANCELADA. NOVO TITULO EMITIDO PARA PAGAMENTO DO VALOR LIQUIDO.;-41,94;NA;NA;41,94
070023000012019NE000384;OUTROS SERVICOS DE TERCEIROS - PJ;PAGAMENTO DA FATURA 1905004556728. PRESTACAO DE SERVICO TELEFONICO COMUTADO NA MODALIDADE LONGA DISTANCIA NACIONAL(LDN)PARA OS CARTORIOS ELEITORAIS DAS CIDADES DE BURITI ALEGRE, ITUMBIARA E PARANAIGUARA. CONTRATO TRE/GO N� 12/2018. PERIODO: 27/03/19 A 28/04/2019. PAD 4674/2019. ORDEM BANCARIA (2019OB801671) PARCIALMENTE CANCELADA. NOVO TITULO EMITIDO PARA PAGAMENTO DO VALOR LIQUIDO.;-16,03;NA;NA;16,03
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;NAO SE APLICA;163814,65;NA;163814,65;NA
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;APROPRIACAO DOS SERVICOS CONSTANTES NA NFSE N. 340. 5� MEDICAO DO CONTRATO TRE-GO N� 37/2019, QUE TEM COMO OBJETO A EXECUCAO DA OBRA DE REFORMA DO PREDIO DO FORUM ELEITORAL DE RIO VERDE/GO. EMPRESA OPTANTE PELO SIMPLES NACIONAL.;0;NA;NA;NA
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;NAO SE APLICA;0;NA;0;NA
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;PAGAMENTO DOS SERVICOS CONSTANTES NA NFSE N. 340. 5� MEDICAO DO CONTRATO TRE-GO N� 37/2019, QUE TEM COMO OBJETO A EXECUCAO DA OBRA DE REFORMA DO PREDIO DO FORUM ELEITORAL DE RIO VERDE/GO.;-67361,77;NA;NA;67361,77
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;RECOLHIMENTO CONF. IN 971/2009 DA RFB. ALIQUOTA: 11 PP. BASE DE CALCULO: R$ 17.562,60 NFSE N. 340. 5� MEDICAO DO CT. TRE-GO N� 37/2019 QUE TEM COMO OBJETO A EXECUCAO DA OBRA DE REFORMA DO PREDIO DO FORUM ELEITORAL DE RIO VERDE.;-1931,89;NA;NA;1931,89
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;RETENCAO DE ISS DEVIDO AO MUNICIPIO DE RIO VERDE. AL. INFORMADA 4,54 PP. BASE DE CALCULO R$ 42.740,45. EMPRESA OPTANTE DO SIMPLES NACIONAL.;-1940,42;NA;NA;1940,42
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;APROPRIACAO DOS SERVICOS CONSTANTES NA NFSE N. 340. 5� MEDICAO DO CONTRATO TRE-GO N� 37/2019, QUE TEM COMO OBJETO A EXECUCAO DA OBRA DE REFORMA DO PREDIO DO FORUM ELEITORAL DE RIO VERDE/GO. EMPRESA OPTANTE PELO SIMPLES NACIONAL.;0;NA;NA;NA
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;NAO SE APLICA;0;NA;0;NA
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;PAGAMENTO DOS SERVICOS CONSTANTES NA NFSE N. 340. 5� MEDICAO DO CONTRATO TRE-GO N� 37/2019, QUE TEM COMO OBJETO A EXECUCAO DA OBRA DE REFORMA DO PREDIO DO FORUM ELEITORAL DE RIO VERDE/GO.;0;NA;NA;0
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;RECOLHIMENTO CONF. IN 971/2009 DA RFB. ALIQUOTA: 11 PP. BASE DE CALCULO: R$ 17.562,60 NFSE N. 340. 5� MEDICAO DO CT. TRE-GO N� 37/2019 QUE TEM COMO OBJETO A EXECUCAO DA OBRA DE REFORMA DO PREDIO DO FORUM ELEITORAL DE RIO VERDE.;0;NA;NA;0
070023000012019NE000686;MANUTENCAO E CONSERV. DE BENS IMOVEIS;RETENCAO DE ISS DEVIDO AO MUNICIPIO DE RIO VERDE. AL. INFORMADA 4,54 PP. BASE DE CALCULO R$ 42.740,45. EMPRESA OPTANTE DO SIMPLES NACIONAL.;0;NA;NA;0
070023000012019NE000731;MANUTENCAO E CONSERV. DE BENS IMOVEIS;NAO SE APLICA;100635,54;NA;100635,54;NA
070023000012019NE001039;MANUTENCAO E CONSERV. DE BENS IMOVEIS;NAO SE APLICA;3000;NA;3000;NA
070023000012019NE000731;MANUTENCAO E CONSERV. DE BENS IMOVEIS;NAO SE APLICA;0;NA;0;NA
070023000012019NE001039;MANUTENCAO E CONSERV. DE BENS IMOVEIS;APROPRIACAO DA NF 115, EMITIDA EM 23/12/2019, RELATIVA AO FORNECIMENTO E INSTALACAO DE LETREIRO INFORMATIVO PARA O CARTORIO DA 16 ZE/GO, EM JATAI-GO. VALOR BRUTO: R$ 3.000,00.;0;NA;NA;NA
070023000012019NE001039;MANUTENCAO E CONSERV. DE BENS IMOVEIS;NAO SE APLICA;0;NA;0;NA
070023000012019NE001039;MANUTENCAO E CONSERV. DE BENS IMOVEIS;PAGAMENTO DA NF 115, EMITIDA EM 23/12/2019, RELATIVA AO FORNECIMENTO E INSTALACAO DE LETREIRO INFORMATIVO PARA O CARTORIO DA 16 ZE/GO, EM JATAI-GO. VALOR BRUTO: R$ 3.000,00.;-3000;NA;NA;3000
070023000012019NE000731;MANUTENCAO E CONSERV. DE BENS IMOVEIS;APROPRIACAO DA NF 343, EMITIDA EM 06/02/2020, RELATIVA A EXECUCAO DA OBRA DE REFORMA DO PREDIO QUE ABRIGA O CARTORIO ELEITORAL DE JATAI-GO. 4A. MEDICAO DO ANDAMENTO DA OBRA. CONTRATO 41/2019. VALOR BRUTO DA NF: R$ 82.515,35. EMPRESA OPTANTE DO SIMPLES NACIONAL. PAD 1406/2020.;0;NA;NA;NA
070023000012019NE000731;MANUTENCAO E CONSERV. DE BENS IMOVEIS;NAO SE APLICA;0;NA;0;NA
070023000012019NE000731;MANUTENCAO E CONSERV. DE BENS IMOVEIS;PAGAMENTO DA NF 343, EMITIDA EM 06/02/2020, RELATIVA A EXECUCAO DA OBRA DE REFORMA DO PREDIO QUE ABRIGA O CARTORIO ELEITORAL DE JATAI-GO. 4A. MEDICAO DO ANDAMENTO DA OBRA. CONTRATO 41/2019. VALOR BRUTO DA NF: R$ 82.515,35. EMPRESA OPTANTE DO SIMPLES NACIONAL. PAD 1406/2020.;-76891,76;NA;NA;76891,76
070023000012019NE000731;MANUTENCAO E CONSERV. DE BENS IMOVEIS;RECOLHIMENTO DE CONTRIBUICAO PREVIDENCIARIA INCIDENTE NA NF 343, EMITIDA EM 06/02/2020, NO VALOR BRUTO DE R$ 82.515,35. BASE DE CALCULO R$ 16.167,07. AL. 11 PP. PAD 1406/2020.;-1778,38;NA;NA;1778,38
070023000012019NE000731;MANUTENCAO E CONSERV. DE BENS IMOVEIS;RECOLHIMENTO DE ISS DEVIDO AO MUNICIPIO DE JATAI-GO, INCIDENTE NA NF 343, EMITIDA EM 06/02/2020, NO VALOR BRUTO DE R$ 82.515,35. AL. 4,66 PP. EMPRESA OPTANTE DO SIMPLES NACIONAL. PAD 1406/2020.;-3845,21;NA;NA;3845,21
070023000012019NE001039;MANUTENCAO E CONSERV. DE BENS IMOVEIS;APROPRIACAO DA NF 115, EMITIDA EM 23/12/2019, RELATIVA AO FORNECIMENTO E INSTALACAO DE LETREIRO INFORMATIVO PARA O CARTORIO DA 16 ZE/GO, EM JATAI-GO. VALOR BRUTO: R$ 3.000,00.;0;NA;NA;NA
070023000012019NE001039;MANUTENCAO E CONSERV. DE BENS IMOVEIS;NAO SE APLICA;0;NA;0;NA
070023000012019NE001039;MANUTENCAO E CONSERV. DE BENS IMOVEIS;PAGAMENTO DA NF 115, EMITIDA EM 23/12/2019, RELATIVA AO FORNECIMENTO E INSTALACAO DE LETREIRO INFORMATIVO PARA O CARTORIO DA 16 ZE/GO, EM JATAI-GO. VALOR BRUTO: R$ 3.000,00.;0;NA;NA;0
070023000012020NE000244;OUTROS SERV.DE TERCEIROS PF- PAGTO ANTECIPADO;2020 NECT - SUPRIMENTO DE FUNDO DA MODALIDADE CARTAO CORPORATIVO -    SERVIDORWELINGTON JOSE ALEXANDRE.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;16CT0003 - SERVICOS CONTINUOS DE DIRECAO VEICULAR;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARAB ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000130;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;18CT0020 - CONTRATACAO DE EMPRESA PARA SERVICOS CONTINUOS DE DIRECAO VEICULAR,VISANDO A CONDUCAO DE PESSOAS E AO TRANSPORTE DE CARGAS.;NA;NA;NA;NA
070023000012020NE000134;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0053 PRESTACAO DE SERVICOS DE PORTARIA / RECEPCAO.                        PREGAO 19/2019;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;19CT0059 - SERVICOS DE APOIO ADMINISTRATIVO E ESTATISTICO - CONFORME EDITAL DOPREGAO ELETRONICO 38/2019;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARA ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000137;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CANCELAMENTO PARAB ADEQUACAO ORCAMENTARIA.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;CORRECAO DE COMPENTENCIA.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;PAGAMENTO DAS NOTAS FISCAIS N. 3391, 3393, 3394, EMITIDAS EM 31/01/2020, E 3398, EMITIDA EM 11/02/2020, REFERENTES A PRESTACAO DE SERVICOS DE CONDUCAO DE VEICULOS OFICIAIS EM GOIANIA E APARECIDA DE GOIANIA, CONFORME CONTRATO TRE-GO N. 3/2016, PELO PERIODO DE 01 A 31/01/2020, INCLUINDO REEMBOLSO DE DIARIAS FORNECIDAS. VALOR TOTAL R$ 48.871,04. PAD 1714/2020.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;PAGAMENTO DAS NOTAS FISCAIS N. 3391, 3393, 3394, EMITIDAS EM 31/01/2020, E 3398, EMITIDA EM 11/02/2020, REFERENTES A PRESTACAO DE SERVICOS DE CONDUCAO DE VEICULOS OFICIAIS EM GOIANIA E APARECI<U+008E>DA DE GOIANIA, CONFORME CONTRATO TRE-GO N. 3/2016, PELO PERIODO DE 01 A 31/01/2020, INCLUINDO REEMBOLSO DE DIARIAS FORNECIDAS. VALOR TOTAL R$ 48.871,04. PAD 1714/2020.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE CONTRIBUICAO PREVIDENCIARIA INCIDENTE SOBRE A NF 3394, EMITIDA EM 31/01/2020, REFERENTE AO CONTRATO TRE/GO 03/2016. BASE DE CALCULO R$ 4.343,88. AL. 11 PP. PAD 1714/2020.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE CONTRIBUICAO PREVIDENCIARIA SOBRE A NF 3391, EMITIDA EM 31/01/2020, REFERENTE AO CONTRATO TRE/GO 03/2016. BASE DE CALCULO R$ 36.036,16. AL. 11 PP., PAD 1714/2020.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RECOLHIMENTO DE TRIBUTOS FEDERAIS INCIDENTES SOBRE AS NF 3391 E 3394, EMITIDAS EM 31/01/2020, REFERENTES AO CONTRATO TRE/GO 03/2016. BASE DE CALCULO R$ 46.071,04. AL. 9,45 PP., CONFORME IN 1234/2012 RFB. PAD 1714/2020.;NA;NA;NA;NA
070023000012020NE000128;APOIO ADMINISTRATIVO, TECNICO E OPERACIONAL;RETENCAO DE ISS DEVIDO AO MUNICIPIO DE APARECIDA DE GOIANIA-GO, INCIDENTE SOBRE A NF 3394, EMITIDA EM 31/01/2020, NO VALOR DE R$ 4.343,88. AL. 3 PP. PAD 1714/2020.;NA;NA;NA;NA
